STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
556,71.5,Col du Platzerwasel,1193,7.1,8.4,1
556,103.5,Col d'Oderen,884,6.7,6.1,2
556,125.5,Col des Croix,0,3.2,6.2,3
556,143.5,Col des Chevrères,914,3.5,9.5,1
556,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
557,141,Côte de Rogna,0,7.6,4.9,3
557,148.5,Côte de Choux,0,1.7,6.5,3
557,152.5,Côte de Désertin,0,3.1,5.2,4
557,168,Côte d'Échallon,0,3,6.6,3
558,58.5,Col de Brouilly,0,1.7,5.1,4
558,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
558,138,Col des Brosses,0,15.3,3.3,3
558,164,Côte de Grammond,0,9.8,2.9,4
559,24,Col de la Croix de Montvieux,0,8,4.1,3
559,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
559,197.5,Montée de Chamrousse,1730,18.2,7.3,H
560,82,Col du Lautaret,2058,34,3.9,1
560,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
560,177,Montée de Risoul,1855,12.6,6.9,1
562,25,Côte de Fanjeaux,0,2.4,4.9,4
562,71.5,Côte de Pamiers,0,2.5,5.4,4
562,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
562,176.5,Col des Ares,0,6,5.2,3
562,216,Port de Balès,1755,11.7,7.7,H
563,57.5,Col du Portillon,1292,8.3,7.1,1
563,82,Col de Peyresourde,1569,13.2,7,1
563,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
563,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
564,28,Côte de Bénéjacq,0,2.6,6.7,3
564,56,Côte de Loucrup,0,2,7,3
564,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
564,145.5,Montée du Hautacam,1520,13.6,7.8,H
565,195.5,Côte de Monbazillac,0,1.3,7.6,4
567,31,Côte de Briis-sous-Forges,0,0,0,4
568,68,Côte de Cray,0,1.6,7.1,4
568,103.5,Côte de Buttertubs,0,4.5,6.8,3
568,129.5,Côte de Griton Moor,0,3,6.6,3
569,47,Côte de Blubberhouses,0,1.8,6.1,4
569,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
569,112.5,VC Côte de Ripponden,0,1.3,8.6,3
569,119.5,Côte de Greetland,0,1.6,6.7,3
569,143.5,Côte de Holme Moss,0,4.7,7,2
569,167,Côte de Midhopestones,0,2.5,6.1,3
569,175,Côte de Bradfield,0,1,7.4,4
569,182,Côte d'Oughtibridge,0,1.5,9.1,3
569,196,VC Côte de Jenkin Road,0,0.8,10.8,4
571,34,Côte de Campagnette,0,1,6.5,4
571,117.5,Mont Noir,0,1.3,5.7,4
573,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
573,157,Côte de Roucy,0,1.5,6.2,4
574,217.5,Côte de Maron,0,3.2,5,4
574,229,Côte de Boufflers,0,1.3,7.9,4
575,142,Col de la Croix des Moinats,891,7.6,6,2
575,150,Col de Grosse Pierre,901,3,7.5,2
575,161,Côte de La Mauselaine,0,1.8,10.3,3
576,11.5,Col de la Schlucht,1140,8.6,4.5,2
576,41,Col du Wettstein,0,7.7,4.1,3
576,70,Côte des Cinq Châteaux,0,4.5,6.1,3
576,86,Côte de Gueberschwihr,559,4.1,7.9,2
576,120,Le Markstein,1183,10.8,5.4,1
576,127,Grand Ballon,0,1.4,8.6,3
577,30.5,Col du Firstplan,722,8.3,5.4,2
577,54.5,Petit Ballon,1163,9.3,8.1,1
577,71.5,Col du Platzerwasel,1193,7.1,8.4,1
577,103.5,Col d'Oderen,884,6.7,6.1,2
577,125.5,Col des Croix,0,3.2,6.2,3
577,143.5,Col des Chevrères,914,3.5,9.5,1
577,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
578,141,Côte de Rogna,0,7.6,4.9,3
578,148.5,Côte de Choux,0,1.7,6.5,3
578,152.5,Côte de Désertin,0,3.1,5.2,4
578,168,Côte d'Échallon,0,3,6.6,3
579,58.5,Col de Brouilly,0,1.7,5.1,4
579,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
579,138,Col des Brosses,0,15.3,3.3,3
579,164,Côte de Grammond,0,9.8,2.9,4
580,24,Col de la Croix de Montvieux,0,8,4.1,3
580,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
580,197.5,Montée de Chamrousse,1730,18.2,7.3,H
581,82,Col du Lautaret,2058,34,3.9,1
581,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
581,177,Montée de Risoul,1855,12.6,6.9,1
583,25,Côte de Fanjeaux,0,2.4,4.9,4
583,71.5,Côte de Pamiers,0,2.5,5.4,4
583,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
583,176.5,Col des Ares,0,6,5.2,3
583,216,Port de Balès,1755,11.7,7.7,H
584,57.5,Col du Portillon,1292,8.3,7.1,1
584,82,Col de Peyresourde,1569,13.2,7,1
584,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
584,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
585,28,Côte de Bénéjacq,0,2.6,6.7,3
585,56,Côte de Loucrup,0,2,7,3
585,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
585,145.5,Montée du Hautacam,1520,13.6,7.8,H
586,195.5,Côte de Monbazillac,0,1.3,7.6,4
588,31,Côte de Briis-sous-Forges,0,0,0,4
589,68,Côte de Cray,0,1.6,7.1,4
589,103.5,Côte de Buttertubs,0,4.5,6.8,3
589,129.5,Côte de Griton Moor,0,3,6.6,3
590,47,Côte de Blubberhouses,0,1.8,6.1,4
590,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
590,112.5,VC Côte de Ripponden,0,1.3,8.6,3
590,119.5,Côte de Greetland,0,1.6,6.7,3
590,143.5,Côte de Holme Moss,0,4.7,7,2
590,167,Côte de Midhopestones,0,2.5,6.1,3
590,175,Côte de Bradfield,0,1,7.4,4
590,182,Côte d'Oughtibridge,0,1.5,9.1,3
590,196,VC Côte de Jenkin Road,0,0.8,10.8,4
592,34,Côte de Campagnette,0,1,6.5,4
592,117.5,Mont Noir,0,1.3,5.7,4
594,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
594,157,Côte de Roucy,0,1.5,6.2,4
595,217.5,Côte de Maron,0,3.2,5,4
595,229,Côte de Boufflers,0,1.3,7.9,4
596,142,Col de la Croix des Moinats,891,7.6,6,2
596,150,Col de Grosse Pierre,901,3,7.5,2
596,161,Côte de La Mauselaine,0,1.8,10.3,3
597,11.5,Col de la Schlucht,1140,8.6,4.5,2
597,41,Col du Wettstein,0,7.7,4.1,3
597,70,Côte des Cinq Châteaux,0,4.5,6.1,3
597,86,Côte de Gueberschwihr,559,4.1,7.9,2
597,120,Le Markstein,1183,10.8,5.4,1
597,127,Grand Ballon,0,1.4,8.6,3
598,30.5,Col du Firstplan,722,8.3,5.4,2
598,54.5,Petit Ballon,1163,9.3,8.1,1
598,71.5,Col du Platzerwasel,1193,7.1,8.4,1
598,103.5,Col d'Oderen,884,6.7,6.1,2
598,125.5,Col des Croix,0,3.2,6.2,3
598,143.5,Col des Chevrères,914,3.5,9.5,1
598,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
599,141,Côte de Rogna,0,7.6,4.9,3
599,148.5,Côte de Choux,0,1.7,6.5,3
599,152.5,Côte de Désertin,0,3.1,5.2,4
599,168,Côte d'Échallon,0,3,6.6,3
600,58.5,Col de Brouilly,0,1.7,5.1,4
600,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
600,138,Col des Brosses,0,15.3,3.3,3
600,164,Côte de Grammond,0,9.8,2.9,4
601,24,Col de la Croix de Montvieux,0,8,4.1,3
601,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
601,197.5,Montée de Chamrousse,1730,18.2,7.3,H
602,82,Col du Lautaret,2058,34,3.9,1
602,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
602,177,Montée de Risoul,1855,12.6,6.9,1
604,25,Côte de Fanjeaux,0,2.4,4.9,4
604,71.5,Côte de Pamiers,0,2.5,5.4,4
604,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
604,176.5,Col des Ares,0,6,5.2,3
604,216,Port de Balès,1755,11.7,7.7,H
605,57.5,Col du Portillon,1292,8.3,7.1,1
605,82,Col de Peyresourde,1569,13.2,7,1
605,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
605,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
606,28,Côte de Bénéjacq,0,2.6,6.7,3
606,56,Côte de Loucrup,0,2,7,3
606,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
606,145.5,Montée du Hautacam,1520,13.6,7.8,H
607,195.5,Côte de Monbazillac,0,1.3,7.6,4
609,31,Côte de Briis-sous-Forges,0,0,0,4
610,68,Côte de Cray,0,1.6,7.1,4
610,103.5,Côte de Buttertubs,0,4.5,6.8,3
610,129.5,Côte de Griton Moor,0,3,6.6,3
611,47,Côte de Blubberhouses,0,1.8,6.1,4
611,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
611,112.5,VC Côte de Ripponden,0,1.3,8.6,3
611,119.5,Côte de Greetland,0,1.6,6.7,3
611,143.5,Côte de Holme Moss,0,4.7,7,2
611,167,Côte de Midhopestones,0,2.5,6.1,3
611,175,Côte de Bradfield,0,1,7.4,4
611,182,Côte d'Oughtibridge,0,1.5,9.1,3
611,196,VC Côte de Jenkin Road,0,0.8,10.8,4
613,34,Côte de Campagnette,0,1,6.5,4
613,117.5,Mont Noir,0,1.3,5.7,4
615,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
615,157,Côte de Roucy,0,1.5,6.2,4
616,217.5,Côte de Maron,0,3.2,5,4
616,229,Côte de Boufflers,0,1.3,7.9,4
617,142,Col de la Croix des Moinats,891,7.6,6,2
617,150,Col de Grosse Pierre,901,3,7.5,2
617,161,Côte de La Mauselaine,0,1.8,10.3,3
618,11.5,Col de la Schlucht,1140,8.6,4.5,2
618,41,Col du Wettstein,0,7.7,4.1,3
618,70,Côte des Cinq Châteaux,0,4.5,6.1,3
618,86,Côte de Gueberschwihr,559,4.1,7.9,2
618,120,Le Markstein,1183,10.8,5.4,1
618,127,Grand Ballon,0,1.4,8.6,3
619,30.5,Col du Firstplan,722,8.3,5.4,2
619,54.5,Petit Ballon,1163,9.3,8.1,1
619,71.5,Col du Platzerwasel,1193,7.1,8.4,1
619,103.5,Col d'Oderen,884,6.7,6.1,2
619,125.5,Col des Croix,0,3.2,6.2,3
619,143.5,Col des Chevrères,914,3.5,9.5,1
619,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
620,141,Côte de Rogna,0,7.6,4.9,3
620,148.5,Côte de Choux,0,1.7,6.5,3
620,152.5,Côte de Désertin,0,3.1,5.2,4
620,168,Côte d'Échallon,0,3,6.6,3
621,58.5,Col de Brouilly,0,1.7,5.1,4
621,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
621,138,Col des Brosses,0,15.3,3.3,3
621,164,Côte de Grammond,0,9.8,2.9,4
622,24,Col de la Croix de Montvieux,0,8,4.1,3
622,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
622,197.5,Montée de Chamrousse,1730,18.2,7.3,H
623,82,Col du Lautaret,2058,34,3.9,1
623,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
623,177,Montée de Risoul,1855,12.6,6.9,1
625,25,Côte de Fanjeaux,0,2.4,4.9,4
625,71.5,Côte de Pamiers,0,2.5,5.4,4
625,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
625,176.5,Col des Ares,0,6,5.2,3
625,216,Port de Balès,1755,11.7,7.7,H
626,57.5,Col du Portillon,1292,8.3,7.1,1
626,82,Col de Peyresourde,1569,13.2,7,1
626,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
626,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
627,28,Côte de Bénéjacq,0,2.6,6.7,3
627,56,Côte de Loucrup,0,2,7,3
627,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
627,145.5,Montée du Hautacam,1520,13.6,7.8,H
628,195.5,Côte de Monbazillac,0,1.3,7.6,4
630,31,Côte de Briis-sous-Forges,0,0,0,4
631,68,Côte de Cray,0,1.6,7.1,4
631,103.5,Côte de Buttertubs,0,4.5,6.8,3
631,129.5,Côte de Griton Moor,0,3,6.6,3
632,47,Côte de Blubberhouses,0,1.8,6.1,4
632,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
632,112.5,VC Côte de Ripponden,0,1.3,8.6,3
632,119.5,Côte de Greetland,0,1.6,6.7,3
632,143.5,Côte de Holme Moss,0,4.7,7,2
632,167,Côte de Midhopestones,0,2.5,6.1,3
632,175,Côte de Bradfield,0,1,7.4,4
632,182,Côte d'Oughtibridge,0,1.5,9.1,3
632,196,VC Côte de Jenkin Road,0,0.8,10.8,4
634,34,Côte de Campagnette,0,1,6.5,4
634,117.5,Mont Noir,0,1.3,5.7,4
636,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
636,157,Côte de Roucy,0,1.5,6.2,4
637,217.5,Côte de Maron,0,3.2,5,4
637,229,Côte de Boufflers,0,1.3,7.9,4
638,142,Col de la Croix des Moinats,891,7.6,6,2
638,150,Col de Grosse Pierre,901,3,7.5,2
638,161,Côte de La Mauselaine,0,1.8,10.3,3
639,11.5,Col de la Schlucht,1140,8.6,4.5,2
639,41,Col du Wettstein,0,7.7,4.1,3
639,70,Côte des Cinq Châteaux,0,4.5,6.1,3
639,86,Côte de Gueberschwihr,559,4.1,7.9,2
639,120,Le Markstein,1183,10.8,5.4,1
639,127,Grand Ballon,0,1.4,8.6,3
640,30.5,Col du Firstplan,722,8.3,5.4,2
640,54.5,Petit Ballon,1163,9.3,8.1,1
640,71.5,Col du Platzerwasel,1193,7.1,8.4,1
640,103.5,Col d'Oderen,884,6.7,6.1,2
640,125.5,Col des Croix,0,3.2,6.2,3
640,143.5,Col des Chevrères,914,3.5,9.5,1
640,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
641,141,Côte de Rogna,0,7.6,4.9,3
641,148.5,Côte de Choux,0,1.7,6.5,3
641,152.5,Côte de Désertin,0,3.1,5.2,4
641,168,Côte d'Échallon,0,3,6.6,3
642,58.5,Col de Brouilly,0,1.7,5.1,4
642,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
642,138,Col des Brosses,0,15.3,3.3,3
642,164,Côte de Grammond,0,9.8,2.9,4
643,24,Col de la Croix de Montvieux,0,8,4.1,3
643,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
643,197.5,Montée de Chamrousse,1730,18.2,7.3,H
644,82,Col du Lautaret,2058,34,3.9,1
644,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
644,177,Montée de Risoul,1855,12.6,6.9,1
646,25,Côte de Fanjeaux,0,2.4,4.9,4
646,71.5,Côte de Pamiers,0,2.5,5.4,4
646,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
646,176.5,Col des Ares,0,6,5.2,3
646,216,Port de Balès,1755,11.7,7.7,H
647,57.5,Col du Portillon,1292,8.3,7.1,1
647,82,Col de Peyresourde,1569,13.2,7,1
647,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
647,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
648,28,Côte de Bénéjacq,0,2.6,6.7,3
648,56,Côte de Loucrup,0,2,7,3
648,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
648,145.5,Montée du Hautacam,1520,13.6,7.8,H
649,195.5,Côte de Monbazillac,0,1.3,7.6,4
651,31,Côte de Briis-sous-Forges,0,0,0,4
652,68,Côte de Cray,0,1.6,7.1,4
652,103.5,Côte de Buttertubs,0,4.5,6.8,3
652,129.5,Côte de Griton Moor,0,3,6.6,3
653,47,Côte de Blubberhouses,0,1.8,6.1,4
653,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
653,112.5,VC Côte de Ripponden,0,1.3,8.6,3
653,119.5,Côte de Greetland,0,1.6,6.7,3
653,143.5,Côte de Holme Moss,0,4.7,7,2
653,167,Côte de Midhopestones,0,2.5,6.1,3
653,175,Côte de Bradfield,0,1,7.4,4
653,182,Côte d'Oughtibridge,0,1.5,9.1,3
653,196,VC Côte de Jenkin Road,0,0.8,10.8,4
655,34,Côte de Campagnette,0,1,6.5,4
655,117.5,Mont Noir,0,1.3,5.7,4
657,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
657,157,Côte de Roucy,0,1.5,6.2,4
658,217.5,Côte de Maron,0,3.2,5,4
658,229,Côte de Boufflers,0,1.3,7.9,4
659,142,Col de la Croix des Moinats,891,7.6,6,2
659,150,Col de Grosse Pierre,901,3,7.5,2
659,161,Côte de La Mauselaine,0,1.8,10.3,3
660,11.5,Col de la Schlucht,1140,8.6,4.5,2
660,41,Col du Wettstein,0,7.7,4.1,3
660,70,Côte des Cinq Châteaux,0,4.5,6.1,3
660,86,Côte de Gueberschwihr,559,4.1,7.9,2
660,120,Le Markstein,1183,10.8,5.4,1
660,127,Grand Ballon,0,1.4,8.6,3
661,30.5,Col du Firstplan,722,8.3,5.4,2
661,54.5,Petit Ballon,1163,9.3,8.1,1
661,71.5,Col du Platzerwasel,1193,7.1,8.4,1
661,103.5,Col d'Oderen,884,6.7,6.1,2
661,125.5,Col des Croix,0,3.2,6.2,3
661,143.5,Col des Chevrères,914,3.5,9.5,1
661,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
662,141,Côte de Rogna,0,7.6,4.9,3
662,148.5,Côte de Choux,0,1.7,6.5,3
662,152.5,Côte de Désertin,0,3.1,5.2,4
662,168,Côte d'Échallon,0,3,6.6,3
663,58.5,Col de Brouilly,0,1.7,5.1,4
663,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
663,138,Col des Brosses,0,15.3,3.3,3
663,164,Côte de Grammond,0,9.8,2.9,4
664,24,Col de la Croix de Montvieux,0,8,4.1,3
664,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
664,197.5,Montée de Chamrousse,1730,18.2,7.3,H
665,82,Col du Lautaret,2058,34,3.9,1
665,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
665,177,Montée de Risoul,1855,12.6,6.9,1
667,25,Côte de Fanjeaux,0,2.4,4.9,4
667,71.5,Côte de Pamiers,0,2.5,5.4,4
667,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
667,176.5,Col des Ares,0,6,5.2,3
667,216,Port de Balès,1755,11.7,7.7,H
668,57.5,Col du Portillon,1292,8.3,7.1,1
668,82,Col de Peyresourde,1569,13.2,7,1
668,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
668,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
669,28,Côte de Bénéjacq,0,2.6,6.7,3
669,56,Côte de Loucrup,0,2,7,3
669,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
669,145.5,Montée du Hautacam,1520,13.6,7.8,H
670,195.5,Côte de Monbazillac,0,1.3,7.6,4
672,31,Côte de Briis-sous-Forges,0,0,0,4
673,68,Côte de Cray,0,1.6,7.1,4
673,103.5,Côte de Buttertubs,0,4.5,6.8,3
673,129.5,Côte de Griton Moor,0,3,6.6,3
674,47,Côte de Blubberhouses,0,1.8,6.1,4
674,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
674,112.5,VC Côte de Ripponden,0,1.3,8.6,3
674,119.5,Côte de Greetland,0,1.6,6.7,3
674,143.5,Côte de Holme Moss,0,4.7,7,2
674,167,Côte de Midhopestones,0,2.5,6.1,3
674,175,Côte de Bradfield,0,1,7.4,4
674,182,Côte d'Oughtibridge,0,1.5,9.1,3
674,196,VC Côte de Jenkin Road,0,0.8,10.8,4
676,34,Côte de Campagnette,0,1,6.5,4
676,117.5,Mont Noir,0,1.3,5.7,4
678,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
678,157,Côte de Roucy,0,1.5,6.2,4
679,217.5,Côte de Maron,0,3.2,5,4
679,229,Côte de Boufflers,0,1.3,7.9,4
680,142,Col de la Croix des Moinats,891,7.6,6,2
680,150,Col de Grosse Pierre,901,3,7.5,2
680,161,Côte de La Mauselaine,0,1.8,10.3,3
681,11.5,Col de la Schlucht,1140,8.6,4.5,2
681,41,Col du Wettstein,0,7.7,4.1,3
681,70,Côte des Cinq Châteaux,0,4.5,6.1,3
681,86,Côte de Gueberschwihr,559,4.1,7.9,2
681,120,Le Markstein,1183,10.8,5.4,1
681,127,Grand Ballon,0,1.4,8.6,3
682,30.5,Col du Firstplan,722,8.3,5.4,2
682,54.5,Petit Ballon,1163,9.3,8.1,1
682,71.5,Col du Platzerwasel,1193,7.1,8.4,1
682,103.5,Col d'Oderen,884,6.7,6.1,2
682,125.5,Col des Croix,0,3.2,6.2,3
682,143.5,Col des Chevrères,914,3.5,9.5,1
682,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
683,141,Côte de Rogna,0,7.6,4.9,3
683,148.5,Côte de Choux,0,1.7,6.5,3
683,152.5,Côte de Désertin,0,3.1,5.2,4
683,168,Côte d'Échallon,0,3,6.6,3
684,58.5,Col de Brouilly,0,1.7,5.1,4
684,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
684,138,Col des Brosses,0,15.3,3.3,3
684,164,Côte de Grammond,0,9.8,2.9,4
685,24,Col de la Croix de Montvieux,0,8,4.1,3
685,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
685,197.5,Montée de Chamrousse,1730,18.2,7.3,H
686,82,Col du Lautaret,2058,34,3.9,1
686,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
686,177,Montée de Risoul,1855,12.6,6.9,1
688,25,Côte de Fanjeaux,0,2.4,4.9,4
688,71.5,Côte de Pamiers,0,2.5,5.4,4
688,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
688,176.5,Col des Ares,0,6,5.2,3
688,216,Port de Balès,1755,11.7,7.7,H
689,57.5,Col du Portillon,1292,8.3,7.1,1
689,82,Col de Peyresourde,1569,13.2,7,1
689,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
689,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
690,28,Côte de Bénéjacq,0,2.6,6.7,3
690,56,Côte de Loucrup,0,2,7,3
690,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
690,145.5,Montée du Hautacam,1520,13.6,7.8,H
691,195.5,Côte de Monbazillac,0,1.3,7.6,4
693,31,Côte de Briis-sous-Forges,0,0,0,4
694,68,Côte de Cray,0,1.6,7.1,4
694,103.5,Côte de Buttertubs,0,4.5,6.8,3
694,129.5,Côte de Griton Moor,0,3,6.6,3
695,47,Côte de Blubberhouses,0,1.8,6.1,4
695,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
695,112.5,VC Côte de Ripponden,0,1.3,8.6,3
695,119.5,Côte de Greetland,0,1.6,6.7,3
695,143.5,Côte de Holme Moss,0,4.7,7,2
695,167,Côte de Midhopestones,0,2.5,6.1,3
695,175,Côte de Bradfield,0,1,7.4,4
695,182,Côte d'Oughtibridge,0,1.5,9.1,3
695,196,VC Côte de Jenkin Road,0,0.8,10.8,4
697,34,Côte de Campagnette,0,1,6.5,4
697,117.5,Mont Noir,0,1.3,5.7,4
699,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
699,157,Côte de Roucy,0,1.5,6.2,4
700,217.5,Côte de Maron,0,3.2,5,4
700,229,Côte de Boufflers,0,1.3,7.9,4
701,142,Col de la Croix des Moinats,891,7.6,6,2
701,150,Col de Grosse Pierre,901,3,7.5,2
701,161,Côte de La Mauselaine,0,1.8,10.3,3
702,11.5,Col de la Schlucht,1140,8.6,4.5,2
702,41,Col du Wettstein,0,7.7,4.1,3
702,70,Côte des Cinq Châteaux,0,4.5,6.1,3
702,86,Côte de Gueberschwihr,559,4.1,7.9,2
702,120,Le Markstein,1183,10.8,5.4,1
702,127,Grand Ballon,0,1.4,8.6,3
703,30.5,Col du Firstplan,722,8.3,5.4,2
703,54.5,Petit Ballon,1163,9.3,8.1,1
703,71.5,Col du Platzerwasel,1193,7.1,8.4,1
703,103.5,Col d'Oderen,884,6.7,6.1,2
703,125.5,Col des Croix,0,3.2,6.2,3
703,143.5,Col des Chevrères,914,3.5,9.5,1
703,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
704,141,Côte de Rogna,0,7.6,4.9,3
704,148.5,Côte de Choux,0,1.7,6.5,3
704,152.5,Côte de Désertin,0,3.1,5.2,4
704,168,Côte d'Échallon,0,3,6.6,3
705,58.5,Col de Brouilly,0,1.7,5.1,4
705,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
705,138,Col des Brosses,0,15.3,3.3,3
705,164,Côte de Grammond,0,9.8,2.9,4
706,24,Col de la Croix de Montvieux,0,8,4.1,3
706,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
706,197.5,Montée de Chamrousse,1730,18.2,7.3,H
707,82,Col du Lautaret,2058,34,3.9,1
707,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
707,177,Montée de Risoul,1855,12.6,6.9,1
709,25,Côte de Fanjeaux,0,2.4,4.9,4
709,71.5,Côte de Pamiers,0,2.5,5.4,4
709,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
709,176.5,Col des Ares,0,6,5.2,3
709,216,Port de Balès,1755,11.7,7.7,H
710,57.5,Col du Portillon,1292,8.3,7.1,1
710,82,Col de Peyresourde,1569,13.2,7,1
710,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
710,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
711,28,Côte de Bénéjacq,0,2.6,6.7,3
711,56,Côte de Loucrup,0,2,7,3
711,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
711,145.5,Montée du Hautacam,1520,13.6,7.8,H
712,195.5,Côte de Monbazillac,0,1.3,7.6,4
714,31,Côte de Briis-sous-Forges,0,0,0,4
715,68,Côte de Cray,0,1.6,7.1,4
715,103.5,Côte de Buttertubs,0,4.5,6.8,3
715,129.5,Côte de Griton Moor,0,3,6.6,3
716,47,Côte de Blubberhouses,0,1.8,6.1,4
716,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
716,112.5,VC Côte de Ripponden,0,1.3,8.6,3
716,119.5,Côte de Greetland,0,1.6,6.7,3
716,143.5,Côte de Holme Moss,0,4.7,7,2
716,167,Côte de Midhopestones,0,2.5,6.1,3
716,175,Côte de Bradfield,0,1,7.4,4
716,182,Côte d'Oughtibridge,0,1.5,9.1,3
716,196,VC Côte de Jenkin Road,0,0.8,10.8,4
718,34,Côte de Campagnette,0,1,6.5,4
718,117.5,Mont Noir,0,1.3,5.7,4
720,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
720,157,Côte de Roucy,0,1.5,6.2,4
721,217.5,Côte de Maron,0,3.2,5,4
721,229,Côte de Boufflers,0,1.3,7.9,4
722,142,Col de la Croix des Moinats,891,7.6,6,2
722,150,Col de Grosse Pierre,901,3,7.5,2
722,161,Côte de La Mauselaine,0,1.8,10.3,3
723,11.5,Col de la Schlucht,1140,8.6,4.5,2
723,41,Col du Wettstein,0,7.7,4.1,3
723,70,Côte des Cinq Châteaux,0,4.5,6.1,3
723,86,Côte de Gueberschwihr,559,4.1,7.9,2
